Num Users
12759544.448515415
13224313.514042139
13689082.579568744
14153851.645095468
14618620.710622191
15083389.776148915
15548158.84167564
16012927.907202363
16477696.972728968
16942466.03825569
17407235.103782415
17872004.16930914
18336773.234835863
18801542.300362587
19266311.36588919
19731080.431415915
20195849.49694264
20660618.562469363
21125387.627996087
21590156.69352281
22054925.759049416
22519694.82457614
22984463.890102863
23449232.955629587
23914002.02115631
24378771.086683035
24843540.15220976
25308309.217736363
25773078.283263087
26237847.34878981
26702616.414316535
27167385.47984326
27632154.545369983
28096923.610896587
28561692.67642331
29026461.741950035
29491230.80747676
29955999.873003483
30420768.938530207
30885538.00405681
31350307.069583535
31815076.13511026
32279845.200636983
32744614.266163707
33209383.33169043
33674152.397217035
34138921.46274376
34603690.52827048
35068459.59379721
35533228.65932393
35997997.724850655
36462766.79037726
36927535.85590398
37392304.92143071
37857073.98695743
38321843.052484155
38786612.11801088
39251381.18353748
39716150.24906421
40180919.31459093
40645688.380117655
41110457.44564438
41575226.5111711
42039995.57669771
42504764.64222443
42969533.707751155
43434302.77327788
43899071.8388046
44363840.90433133
44828609.96985793
45293379.035384655
45758148.10091138
46222917.1664381
46687686.23196483
47152455.29749155
47617224.363018155
48081993.42854488
48546762.4940716
49011531.55959833
49476300.62512505
49941069.690651774
50405838.75617838
50870607.8217051
51335376.88723183
51800145.95275855
52264915.018285275
52729684.083812
53194453.1493386
53659222.21486533
54123991.28039205
54588760.345918775
55053529.4114455
55518298.47697222
55983067.54249883
56447836.60802555
56912605.673552275
57377374.739079
57842143.80460572
58306912.87013245
